# H	I
950.270490909091      -0.472743070439917
949.690018181818      -0.479702206331378
949.963181818182      -0.479310049468633
948.631509090909      -0.476137143942787
945.490127272727      -0.486180896981192
945.285254545454      -0.473002347704542
939.6854      -0.482544533344828
938.490309090909      -0.479669014371209
933.266054545454      -0.493382323006147
930.056372727273      -0.483305378007572
922.373636363636      -0.506463731117981
924.934572727273      -0.503830502277856
919.232263636363      -0.51096062705504
915.681054545454      -0.513731652820718
909.125127272727      -0.517342176540037
904.515490909091      -0.513874255316262
898.471745454546      -0.53121026923166
893.725527272727      -0.528205806118401
886.7257      -0.534516054355627
877.745372727273      -0.544878116535871
874.638118181818      -0.541287214230235
868.526081818182      -0.544819084658657
862.550627272727      -0.561967122557202
854.8679      -0.548124869782624
850.224118181818      -0.561954853186644
844.180309090909      -0.562527721832535
837.2146      -0.568837970069761
829.087981818182      -0.575634969861413
823.863727272727      -0.583312123367443
812.151818181818      -0.596849637546669
803.103254545454      -0.593154242033091
797.230163636364      -0.614282792626883
792.108345454546      -0.600096390793422
784.903654545455      -0.614140277940757
777.630663636364      -0.614035784732816
770.494254545455      -0.613809699428361
763.8017      -0.621165909509999
755.879918181818      -0.623870439597897
746.694781818182      -0.634774724936997
742.119290909091      -0.641448743646789
735.938963636364      -0.645039645952425
727.061109090909      -0.655922896944472
721.563636363636      -0.655618158349119
713.027272727273      -0.655057559073786
705.822572727273      -0.665636071470481
699.130063636364      -0.669070800734087
691.481472727273      -0.675796499277967
684.413281818182      -0.682883797006976
675.911063636364      -0.689550463673643
668.467354545455      -0.686850739155736
661.023636363636      -0.682679616161084
653.375027272727      -0.703711025590059
645.487363636364      -0.710118414992101
638.4534      -0.696580900812876
632.136490909091      -0.7174624435126
623.565963636364      -0.717001531875218
615.3369      -0.731404383925129
608.746754545455      -0.720637895511582
600.688427272727      -0.727943814744479
598.708      -0.727839321536537
587.132681818182      -0.744656780922685
582.284      -0.738287500808246
572.347609090909      -0.74091592407838
567.430663636364      -0.755461378623835
558.723572727273      -0.755753847848629
552.031063636364      -0.755779687765673
543.938536363636      -0.772927725664218
536.050890909091      -0.765362529166697
524.2707      -0.772868693787005
520.309836363636      -0.779941175672321
511.397863636364      -0.765726299639263
504.841845454546      -0.786536541091216
495.656718181818      -0.779810842547335
489.305663636364      -0.796872763354416
480.871736363636      -0.790113872850366
470.969536363636      -0.800509126990779
465.096436363636      -0.800048215353397
457.789309090909      -0.807320942626124
449.423672727273      -0.796984720362924
437.233727272727      -0.817611703558596
433.375290909091      -0.807320942626124
424.668118181818      -0.824064554291366
416.814663636364      -0.807822510024243
408.2783      -0.824494820441713
401.278481818182      -0.821189035317746
393.049336363636      -0.838396105093505
381.5423      -0.824105210052103
375.327836363636      -0.844736998817766
367.679254545455      -0.828059882830305
359.723354545455      -0.834976191673592
352.518572727273      -0.83137793732483
342.1725      -0.834370131067531
336.094609090909      -0.824423519193942
327.250936363636      -0.828260128217716
318.646245454545      -0.841538365132317
312.636581818182      -0.84478511837907
303.690472727273      -0.851615310130892
295.290690909091      -0.841642858340258
287.642109090909      -0.855180372519484
279.925136363636      -0.837973302743725
272.071681818182      -0.847978946494528
261.862181818182      -0.841754815348767
255.920881818182      -0.858427125766237
248.340581818182      -0.838189752960175
239.701690909091      -0.852004920520502
232.667727272727      -0.841754815348767
225.804490909091      -0.844673161370561
216.619354545455      -0.834942999713422
210.541472727273      -0.85193361927273
